Country Name,Country ISO3,Year,Indicator Name,Indicator Code,Value
#country+name,#country+code,#date+year,#indicator+name,#indicator+code,#indicator+value+num
"Bahamas, The",BHS,2015,Trade in services (% of GDP),BG.GSR.NFSV.GD.ZS,35.25514741
"Bahamas, The",BHS,2014,Trade in services (% of GDP),BG.GSR.NFSV.GD.ZS,39.97290642
"Bahamas, The",BHS,2013,Trade in services (% of GDP),BG.GSR.NFSV.GD.ZS,41.04422785
"Bahamas, The",BHS,2012,Trade in services (% of GDP),BG.GSR.NFSV.GD.ZS,39.44851498
"Bahamas, The",BHS,2011,Trade in services (% of GDP),BG.GSR.NFSV.GD.ZS,37.59539047
"Bahamas, The",BHS,2010,Trade in services (% of GDP),BG.GSR.NFSV.GD.ZS,36.39816121
"Bahamas, The",BHS,2009,Trade in services (% of GDP),BG.GSR.NFSV.GD.ZS,35.53330208
"Bahamas, The",BHS,2008,Trade in services (% of GDP),BG.GSR.NFSV.GD.ZS,37.40097414
"Bahamas, The",BHS,2007,Trade in services (% of GDP),BG.GSR.NFSV.GD.ZS,39.3557732
"Bahamas, The",BHS,2006,Trade in services (% of GDP),BG.GSR.NFSV.GD.ZS,39.80378175
"Bahamas, The",BHS,2005,Trade in services (% of GDP),BG.GSR.NFSV.GD.ZS,38.60548901
"Bahamas, The",BHS,2004,Trade in services (% of GDP),BG.GSR.NFSV.GD.ZS,38.37955493
"Bahamas, The",BHS,2003,Trade in services (% of GDP),BG.GSR.NFSV.GD.ZS,35.4796851
"Bahamas, The",BHS,2002,Trade in services (% of GDP),BG.GSR.NFSV.GD.ZS,34.65697601
"Bahamas, The",BHS,2001,Trade in services (% of GDP),BG.GSR.NFSV.GD.ZS,33.39332494
"Bahamas, The",BHS,2000,Trade in services (% of GDP),BG.GSR.NFSV.GD.ZS,37.13132099
"Bahamas, The",BHS,1999,Trade in services (% of GDP),BG.GSR.NFSV.GD.ZS,35.58363169
"Bahamas, The",BHS,1998,Trade in services (% of GDP),BG.GSR.NFSV.GD.ZS,36.93573454
"Bahamas, The",BHS,1997,Trade in services (% of GDP),BG.GSR.NFSV.GD.ZS,38.35694749
"Bahamas, The",BHS,1996,Trade in services (% of GDP),BG.GSR.NFSV.GD.ZS,63.56331394
"Bahamas, The",BHS,1995,Trade in services (% of GDP),BG.GSR.NFSV.GD.ZS,63.61621464
"Bahamas, The",BHS,1994,Trade in services (% of GDP),BG.GSR.NFSV.GD.ZS,65.59680884
"Bahamas, The",BHS,1993,Trade in services (% of GDP),BG.GSR.NFSV.GD.ZS,65.54786546
"Bahamas, The",BHS,1992,Trade in services (% of GDP),BG.GSR.NFSV.GD.ZS,61.27693792
"Bahamas, The",BHS,1991,Trade in services (% of GDP),BG.GSR.NFSV.GD.ZS,61.17011018
"Bahamas, The",BHS,1990,Trade in services (% of GDP),BG.GSR.NFSV.GD.ZS,65.48010107
"Bahamas, The",BHS,1989,Trade in services (% of GDP),BG.GSR.NFSV.GD.ZS,65.19595036
"Bahamas, The",BHS,1988,Trade in services (% of GDP),BG.GSR.NFSV.GD.ZS,62.68497818
"Bahamas, The",BHS,1987,Trade in services (% of GDP),BG.GSR.NFSV.GD.ZS,63.65143934
"Bahamas, The",BHS,1986,Trade in services (% of GDP),BG.GSR.NFSV.GD.ZS,66.58847321
"Bahamas, The",BHS,1985,Trade in services (% of GDP),BG.GSR.NFSV.GD.ZS,65.16568558
"Bahamas, The",BHS,1984,Trade in services (% of GDP),BG.GSR.NFSV.GD.ZS,63.13752388
"Bahamas, The",BHS,1983,Trade in services (% of GDP),BG.GSR.NFSV.GD.ZS,72.99746076
"Bahamas, The",BHS,1982,Trade in services (% of GDP),BG.GSR.NFSV.GD.ZS,72.242286
"Bahamas, The",BHS,1981,Trade in services (% of GDP),BG.GSR.NFSV.GD.ZS,76.978619
"Bahamas, The",BHS,1980,Trade in services (% of GDP),BG.GSR.NFSV.GD.ZS,75.61596645
